"year","nPos","nNeg","nTotal","propPos"
2004,0,92,92,0
2005,10,37,47,0.212765957446809
2006,52,58,110,0.472727272727273
2007,63,30,93,0.67741935483871
2008,38,26,64,0.59375
2009,67,22,89,0.752808988764045
2010,89,30,119,0.747899159663866
