"year","nPos","nNeg","nTotal","propPos"
2004,0,92,92,0
2005,11,36,47,0.234042553191489
2006,35,75,110,0.318181818181818
2007,44,49,93,0.473118279569892
2008,36,28,64,0.5625
2009,61,28,89,0.685393258426966
2010,92,27,119,0.773109243697479
