"surveyDataYear","numPass","numPassGrid","maskKey","masks","gridKey"
2004,231777,231777,"mask_2","2004_mask_uga_kam_0.4","grid-tol_applied_only_where_both_bool-1.00"
2005,228916,228916,"mask_2","2005_mask_uga_kam_0.4","grid-tol_applied_only_where_both_bool-1.00"
2006,77752,77752,"mask_2","2006_mask_uga_kam_0.4","grid-tol_applied_only_where_both_bool-1.00"
2007,76764,76764,"mask_2","2007_mask_uga_kam_0.4","grid-tol_applied_only_where_both_bool-1.00"
2008,76622,76622,"mask_2","2008_mask_uga_kam_0.4","grid-tol_applied_only_where_both_bool-1.00"
2009,76618,76618,"mask_2","2009_mask_uga_kam_0.4","grid-tol_applied_only_where_both_bool-1.00"
2010,76618,76618,"mask_2","2010_mask_uga_kam_0.4","grid-tol_applied_only_where_both_bool-1.00"
