"surveyDataYear","numPass","numPassGrid","maskKey","masks","gridKey"
2004,229246,229246,"mask_8","2004_mask_uga_kam_0.1","grid-tol_applied_only_where_both_bool-1.00"
2005,179493,179493,"mask_8","2005_mask_uga_kam_0.1","grid-tol_applied_only_where_both_bool-1.00"
2006,135001,135001,"mask_8","2006_mask_uga_kam_0.1","grid-tol_applied_only_where_both_bool-1.00"
2007,88940,88940,"mask_8","2007_mask_uga_kam_0.1","grid-tol_applied_only_where_both_bool-1.00"
2008,80062,80062,"mask_8","2008_mask_uga_kam_0.1","grid-tol_applied_only_where_both_bool-1.00"
2009,50494,50494,"mask_8","2009_mask_uga_kam_0.1","grid-tol_applied_only_where_both_bool-1.00"
2010,21977,21977,"mask_8","2010_mask_uga_kam_0.1","grid-tol_applied_only_where_both_bool-1.00"
