"surveyDataYear","numPass","numPassGrid","maskKey","masks","gridKey"
2004,229853,229853,"mask_7","2004_mask_uga_kam_0.15","grid-tol_applied_only_where_both_bool-1.00"
2005,214082,214082,"mask_7","2005_mask_uga_kam_0.15","grid-tol_applied_only_where_both_bool-1.00"
2006,156478,156478,"mask_7","2006_mask_uga_kam_0.15","grid-tol_applied_only_where_both_bool-1.00"
2007,107462,107462,"mask_7","2007_mask_uga_kam_0.15","grid-tol_applied_only_where_both_bool-1.00"
2008,96562,96562,"mask_7","2008_mask_uga_kam_0.15","grid-tol_applied_only_where_both_bool-1.00"
2009,72639,72639,"mask_7","2009_mask_uga_kam_0.15","grid-tol_applied_only_where_both_bool-1.00"
2010,41011,41011,"mask_7","2010_mask_uga_kam_0.15","grid-tol_applied_only_where_both_bool-1.00"
