"surveyDataYear","numPass","numPassGrid","maskKey","masks","gridKey"
2004,233468,233468,"mask_3","2004_mask_uga_hole_0.35","grid-tol_applied_only_where_both_bool-1.00"
2005,229332,229332,"mask_3","2005_mask_uga_hole_0.35","grid-tol_applied_only_where_both_bool-1.00"
2006,229329,229329,"mask_3","2006_mask_uga_hole_0.35","grid-tol_applied_only_where_both_bool-1.00"
2007,186365,186365,"mask_3","2007_mask_uga_hole_0.35","grid-tol_applied_only_where_both_bool-1.00"
2008,186365,186365,"mask_3","2008_mask_uga_hole_0.35","grid-tol_applied_only_where_both_bool-1.00"
2009,185542,185542,"mask_3","2009_mask_uga_hole_0.35","grid-tol_applied_only_where_both_bool-1.00"
2010,185542,185542,"mask_3","2010_mask_uga_hole_0.35","grid-tol_applied_only_where_both_bool-1.00"
