"year","nPos","nNeg","nTotal","propPos"
2004,0,92,92,0
2005,2,45,47,0.0425531914893617
2006,2,108,110,0.0181818181818182
2007,7,86,93,0.0752688172043011
2008,3,61,64,0.046875
2009,24,65,89,0.269662921348315
2010,42,77,119,0.352941176470588
