"year","nPos","nNeg","nTotal","propPos"
2004,0,92,92,0
2005,9,38,47,0.191489361702128
2006,57,53,110,0.518181818181818
2007,60,33,93,0.645161290322581
2008,47,17,64,0.734375
2009,65,24,89,0.730337078651685
2010,104,15,119,0.873949579831933
