"year","nPos","nNeg","nTotal","propPos"
2004,0,483,483,0
2005,3,337,340,0.00882352941176471
2006,7,181,188,0.0372340425531915
2007,72,87,159,0.452830188679245
2008,115,286,401,0.286783042394015
2009,162,137,299,0.54180602006689
2010,272,333,605,0.449586776859504
