"year","nPos","nNeg","nTotal","propPos"
2004,0,483,483,0
2005,0,340,340,0
2006,6,182,188,0.0319148936170213
2007,75,84,159,0.471698113207547
2008,104,297,401,0.259351620947631
2009,150,149,299,0.501672240802676
2010,268,337,605,0.44297520661157
