"year","nPos","nNeg","nTotal","propPos"
2004,0,92,92,0
2005,11,36,47,0.234042553191489
2006,60,50,110,0.545454545454545
2007,63,30,93,0.67741935483871
2008,42,22,64,0.65625
2009,71,18,89,0.797752808988764
2010,88,31,119,0.739495798319328
