"surveyDataYear","numPass","numPassGrid","maskKey","masks","gridKey"
2004,227769,227769,"mask_9","2004_mask_uga_kam_0.05","grid-tol_applied_only_where_both_bool-1.00"
2005,17359,17359,"mask_9","2005_mask_uga_kam_0.05","grid-tol_applied_only_where_both_bool-1.00"
2006,5319,5319,"mask_9","2006_mask_uga_kam_0.05","grid-tol_applied_only_where_both_bool-1.00"
2007,2864,2864,"mask_9","2007_mask_uga_kam_0.05","grid-tol_applied_only_where_both_bool-1.00"
2008,1469,1469,"mask_9","2008_mask_uga_kam_0.05","grid-tol_applied_only_where_both_bool-1.00"
2009,1104,1104,"mask_9","2009_mask_uga_kam_0.05","grid-tol_applied_only_where_both_bool-1.00"
2010,427,427,"mask_9","2010_mask_uga_kam_0.05","grid-tol_applied_only_where_both_bool-1.00"
