"surveyDataYear","numPass","numPassGrid","maskKey","masks","gridKey"
2004,229246,229246,"mask_8","2004_mask_uga_kam_0.1","grid-tol_applied_only_where_both_bool-1.00"
2005,67198,67198,"mask_8","2005_mask_uga_kam_0.1","grid-tol_applied_only_where_both_bool-1.00"
2006,16456,16456,"mask_8","2006_mask_uga_kam_0.1","grid-tol_applied_only_where_both_bool-1.00"
2007,14812,14812,"mask_8","2007_mask_uga_kam_0.1","grid-tol_applied_only_where_both_bool-1.00"
2008,11975,11975,"mask_8","2008_mask_uga_kam_0.1","grid-tol_applied_only_where_both_bool-1.00"
2009,11667,11667,"mask_8","2009_mask_uga_kam_0.1","grid-tol_applied_only_where_both_bool-1.00"
2010,10237,10237,"mask_8","2010_mask_uga_kam_0.1","grid-tol_applied_only_where_both_bool-1.00"
