"year","nPos","nNeg","nTotal","propPos"
2004,0,483,483,0
2005,0,340,340,0
2006,2,186,188,0.0106382978723404
2007,7,152,159,0.0440251572327044
2008,24,377,401,0.0598503740648379
2009,99,200,299,0.331103678929766
2010,122,483,605,0.201652892561983
