"surveyDataYear","numPass","numPassGrid","maskKey","masks","gridKey"
2004,231194,231194,"mask_4","2004_mask_uga_kam_0.3","grid-tol_applied_only_where_both_bool-1.00"
2005,225080,225080,"mask_4","2005_mask_uga_kam_0.3","grid-tol_applied_only_where_both_bool-1.00"
2006,187820,187820,"mask_4","2006_mask_uga_kam_0.3","grid-tol_applied_only_where_both_bool-1.00"
2007,145060,145060,"mask_4","2007_mask_uga_kam_0.3","grid-tol_applied_only_where_both_bool-1.00"
2008,131673,131673,"mask_4","2008_mask_uga_kam_0.3","grid-tol_applied_only_where_both_bool-1.00"
2009,105116,105116,"mask_4","2009_mask_uga_kam_0.3","grid-tol_applied_only_where_both_bool-1.00"
2010,103335,103335,"mask_4","2010_mask_uga_kam_0.3","grid-tol_applied_only_where_both_bool-1.00"
