"surveyDataYear","numPass","numPassGrid","maskKey","masks","gridKey"
2004,232886,232886,"mask_5","2004_mask_uga_hole_0.25","grid-tol_applied_only_where_both_bool-1.00"
2005,228280,228280,"mask_5","2005_mask_uga_hole_0.25","grid-tol_applied_only_where_both_bool-1.00"
2006,228269,228269,"mask_5","2006_mask_uga_hole_0.25","grid-tol_applied_only_where_both_bool-1.00"
2007,167382,167382,"mask_5","2007_mask_uga_hole_0.25","grid-tol_applied_only_where_both_bool-1.00"
2008,167379,167379,"mask_5","2008_mask_uga_hole_0.25","grid-tol_applied_only_where_both_bool-1.00"
2009,160402,160402,"mask_5","2009_mask_uga_hole_0.25","grid-tol_applied_only_where_both_bool-1.00"
2010,160395,160395,"mask_5","2010_mask_uga_hole_0.25","grid-tol_applied_only_where_both_bool-1.00"
