"year","nPos","nNeg","nTotal","propPos"
2004,0,483,483,0
2005,0,340,340,0
2006,7,181,188,0.0372340425531915
2007,67,92,159,0.421383647798742
2008,102,299,401,0.254364089775561
2009,158,141,299,0.528428093645485
2010,263,342,605,0.434710743801653
