"year","nPos","nNeg","nTotal","propPos"
2004,0,92,92,0
2005,11,36,47,0.234042553191489
2006,60,50,110,0.545454545454545
2007,66,27,93,0.709677419354839
2008,46,18,64,0.71875
2009,70,19,89,0.786516853932584
2010,97,22,119,0.815126050420168
