"surveyDataYear","numPass","numPassGrid","maskKey","masks","gridKey"
2004,227769,227769,"mask_9","2004_mask_uga_kam_0.05","grid-tol_applied_only_where_both_bool-1.00"
2005,40941,40941,"mask_9","2005_mask_uga_kam_0.05","grid-tol_applied_only_where_both_bool-1.00"
2006,5857,5857,"mask_9","2006_mask_uga_kam_0.05","grid-tol_applied_only_where_both_bool-1.00"
2007,2583,2583,"mask_9","2007_mask_uga_kam_0.05","grid-tol_applied_only_where_both_bool-1.00"
2008,908,908,"mask_9","2008_mask_uga_kam_0.05","grid-tol_applied_only_where_both_bool-1.00"
2009,451,451,"mask_9","2009_mask_uga_kam_0.05","grid-tol_applied_only_where_both_bool-1.00"
2010,284,284,"mask_9","2010_mask_uga_kam_0.05","grid-tol_applied_only_where_both_bool-1.00"
