"surveyDataYear","numPass","numPassGrid","maskKey","masks","gridKey"
2004,230777,230777,"mask_5","2004_mask_uga_kam_0.25","grid-tol_applied_only_where_both_bool-1.00"
2005,223368,223368,"mask_5","2005_mask_uga_kam_0.25","grid-tol_applied_only_where_both_bool-1.00"
2006,178876,178876,"mask_5","2006_mask_uga_kam_0.25","grid-tol_applied_only_where_both_bool-1.00"
2007,136148,136148,"mask_5","2007_mask_uga_kam_0.25","grid-tol_applied_only_where_both_bool-1.00"
2008,122530,122530,"mask_5","2008_mask_uga_kam_0.25","grid-tol_applied_only_where_both_bool-1.00"
2009,93000,93000,"mask_5","2009_mask_uga_kam_0.25","grid-tol_applied_only_where_both_bool-1.00"
2010,91345,91345,"mask_5","2010_mask_uga_kam_0.25","grid-tol_applied_only_where_both_bool-1.00"
