"year","nPos","nNeg","nTotal","propPos"
2004,0,483,483,0
2005,0,340,340,0
2006,0,188,188,0
2007,1,158,159,0.00628930817610063
2008,12,389,401,0.029925187032419
2009,47,252,299,0.157190635451505
2010,78,527,605,0.128925619834711
