"year","nPos","nNeg","nTotal","propPos"
2004,0,92,92,0
2005,1,46,47,0.0212765957446809
2006,2,108,110,0.0181818181818182
2007,6,87,93,0.0645161290322581
2008,2,62,64,0.03125
2009,22,67,89,0.247191011235955
2010,38,81,119,0.319327731092437
