"surveyDataYear","numPass","numPassGrid","maskKey","masks","gridKey"
2004,231777,231777,"mask_2","2004_mask_uga_kam_0.4","grid-tol_applied_only_where_both_bool-1.00"
2005,228723,228723,"mask_2","2005_mask_uga_kam_0.4","grid-tol_applied_only_where_both_bool-1.00"
2006,221237,221237,"mask_2","2006_mask_uga_kam_0.4","grid-tol_applied_only_where_both_bool-1.00"
2007,174389,174389,"mask_2","2007_mask_uga_kam_0.4","grid-tol_applied_only_where_both_bool-1.00"
2008,121085,121085,"mask_2","2008_mask_uga_kam_0.4","grid-tol_applied_only_where_both_bool-1.00"
2009,120199,120199,"mask_2","2009_mask_uga_kam_0.4","grid-tol_applied_only_where_both_bool-1.00"
2010,120143,120143,"mask_2","2010_mask_uga_kam_0.4","grid-tol_applied_only_where_both_bool-1.00"
