"surveyDataYear","numPass","numPassGrid","maskKey","masks","gridKey"
2004,232089,232089,"mask_7","2004_mask_uga_hole_0.15","grid-tol_applied_only_where_both_bool-1.00"
2005,226654,226654,"mask_7","2005_mask_uga_hole_0.15","grid-tol_applied_only_where_both_bool-1.00"
2006,226586,226586,"mask_7","2006_mask_uga_hole_0.15","grid-tol_applied_only_where_both_bool-1.00"
2007,141341,141341,"mask_7","2007_mask_uga_hole_0.15","grid-tol_applied_only_where_both_bool-1.00"
2008,141340,141340,"mask_7","2008_mask_uga_hole_0.15","grid-tol_applied_only_where_both_bool-1.00"
2009,86726,86726,"mask_7","2009_mask_uga_hole_0.15","grid-tol_applied_only_where_both_bool-1.00"
2010,86088,86088,"mask_7","2010_mask_uga_hole_0.15","grid-tol_applied_only_where_both_bool-1.00"
