"year","nPos","nNeg","nTotal","propPos"
2004,0,92,92,0
2005,4,43,47,0.0851063829787234
2006,3,107,110,0.0272727272727273
2007,5,88,93,0.0537634408602151
2008,1,63,64,0.015625
2009,17,72,89,0.191011235955056
2010,34,85,119,0.285714285714286
