"year","nPos","nNeg","nTotal","propPos"
2004,0,483,483,0
2005,1,339,340,0.00294117647058824
2006,5,183,188,0.0265957446808511
2007,67,92,159,0.421383647798742
2008,102,299,401,0.254364089775561
2009,165,134,299,0.551839464882943
2010,274,331,605,0.452892561983471
