"year","simYear","x","y","cbsd"
2004,2005,30.9000000009176,3.52500000129283,0
2004,2005,30.9416666675817,3.48333333462372,0
2004,2005,30.9833333342458,3.44166666795461,0
2004,2005,31.0500000009084,3.44166666795461,0
2004,2005,30.9583333342473,3.42500000128697,0
2004,2005,31.0000000009115,3.40000000128551,0
2004,2005,31.066666667574,3.39166666795168,0
2004,2005,30.975000000913,3.37500000128404,0
2004,2005,30.9500000009145,3.3583333346164,0
2004,2005,31.0166666675771,3.34166666794876,0
2004,2005,30.9333333342489,3.31666666794729,0
2004,2005,30.9083333342504,3.30833333461347,0
2004,2005,30.9166666675832,3.27500000127819,0
2004,2005,30.8833333342519,3.25833333461054,0
2004,2005,30.9416666675817,3.25833333461054,0
2004,2005,30.975000000913,3.22500000127526,0
2004,2005,30.8916666675847,3.21666666794144,0
2004,2005,30.9166666675832,3.21666666794144,0
2004,2005,30.8833333342519,3.17500000127233,0
2004,2005,30.8916666675847,3.1250000012694,0
2004,2005,30.9083333342504,2.95833333459297,0
2004,2005,30.9666666675802,2.90000000125622,0
2004,2005,30.8750000009191,2.8916666679224,0
2004,2005,30.9916666675786,2.84166666791947,0
2004,2005,30.9666666675802,2.78333333458272,0
2004,2005,30.9333333342489,2.7333333345798,0
2004,2005,31.3833333342214,2.7333333345798,0
2004,2005,30.8833333342519,2.71666666791215,0
2004,2005,30.8500000009206,2.68333333457687,0
2004,2005,31.3916666675542,2.65000000124158,0
2004,2005,31.2833333342275,2.63333333457394,0
2004,2005,30.8750000009191,2.6166666679063,0
2004,2005,31.2500000008962,2.59166666790483,0
2004,2005,30.8666666675863,2.58333333457101,0
2004,2005,31.4166666675527,2.55833333456955,0
2004,2005,30.8166666675893,2.5416666679019,0
2004,2005,31.2083333342321,2.5416666679019,0
2004,2005,31.4416666675511,2.51666666790044,0
2004,2005,30.8166666675893,2.50833333456662,0
2004,2005,31.0000000009115,2.50833333456662,0
2004,2005,31.0916666675725,2.50833333456662,0
2004,2005,31.3750000008886,2.5000000012328,0
2004,2005,30.8666666675863,2.49166666789898,0
2004,2005,30.9166666675832,2.49166666789898,0
2004,2005,31.1500000009023,2.49166666789898,0
2004,2005,31.1916666675664,2.48333333456515,0
2004,2005,30.9500000009145,2.47500000123133,0
2004,2005,31.4583333342168,2.46666666789751,0
2004,2005,31.4833333342153,2.46666666789751,0
2004,2005,31.3916666675542,2.45833333456369,0
2004,2005,30.9833333342458,2.43333333456223,0
2004,2005,31.450000000884,2.43333333456223,0
2004,2005,30.9500000009145,2.4250000012284,0
2004,2005,31.2000000008992,2.41666666789458,0
2004,2005,31.4333333342183,2.37500000122548,0
2004,2005,31.1833333342336,2.35833333455783,0
2004,2005,31.1333333342366,2.31666666788873,0
2004,2005,31.1916666675664,2.30833333455491,0
2004,2005,32.7500000008046,2.30000000122108,0
2004,2005,32.6750000008092,2.27500000121962,0
2004,2005,32.8083333341344,2.27500000121962,0
2004,2005,32.8250000008,2.25833333455198,0
2004,2005,33.016666667455,2.25000000121816,0
2004,2005,33.0750000007847,2.25000000121816,0
2004,2005,31.5000000008809,2.22500000121669,0
2004,2005,32.2333333341695,2.22500000121669,0
2004,2005,32.6250000008122,2.22500000121669,0
2004,2005,31.4750000008824,2.21666666788287,0
2004,2005,32.6083333341466,2.20833333454905,0
2004,2005,31.5166666675466,2.20000000121523,0
2004,2005,31.5333333342122,2.19166666788141,0
2004,2005,32.7000000008076,2.19166666788141,0
2004,2005,32.7500000008046,2.19166666788141,0
2004,2005,32.9083333341282,2.19166666788141,0
2004,2005,32.5666666674824,2.18333333454758,0
2004,2005,32.6500000008107,2.18333333454758,0
2004,2005,32.8500000007985,2.18333333454758,0
2004,2005,31.5083333342137,2.17500000121376,0
2004,2005,33.0250000007878,2.17500000121376,0
2004,2005,31.4833333342153,2.15833333454612,0
2004,2005,32.2166666675038,2.15833333454612,0
2004,2005,32.8166666674672,2.15833333454612,0
2004,2005,32.9500000007924,2.15833333454612,0
2004,2005,32.9250000007939,2.12500000121083,0
2004,2005,32.9583333341252,2.12500000121083,0
2004,2005,33.016666667455,2.12500000121083,0
2004,2005,32.7666666674702,2.11666666787701,0
2004,2005,32.7000000008076,2.10833333454319,0
2004,2005,32.7083333341405,2.10833333454319,0
2004,2005,32.1833333341725,2.07500000120791,0
2004,2005,32.7500000008046,2.06666666787409,0
2004,2005,32.9416666674595,2.06666666787409,0
2004,2005,32.5083333341527,2.05833333454026,0
2004,2005,32.6916666674748,2.05833333454026,0
2004,2005,33.1416666674473,2.05000000120644,0
2004,2005,33.2000000007771,2.04166666787262,0
2004,2005,33.0916666674504,2.0333333345388,0
2004,2005,32.1750000008397,2.01666666787116,0
2004,2005,32.7166666674733,2.01666666787116,0
2004,2005,32.7500000008046,2.00833333453734,0
2004,2005,32.8333333341328,2.00000000120351,0
2004,2005,33.1916666674443,1.99166666786969,0
2004,2005,32.5833333341481,1.98333333453587,0
2004,2005,32.9833333341237,1.98333333453587,0
2004,2005,33.0500000007863,1.98333333453587,0
2004,2005,32.4750000008214,1.97500000120205,0
2004,2005,33.0583333341191,1.97500000120205,0
2004,2005,32.1416666675084,1.96666666786823,0
2004,2005,32.6583333341435,1.96666666786823,0
2004,2005,32.4166666674916,1.95000000120059,0
2004,2005,33.108333334116,1.95000000120059,0
2004,2005,32.3833333341603,1.94166666786676,0
2004,2005,32.7416666674718,1.94166666786676,0
2004,2005,32.1000000008443,1.92500000119912,0
2004,2005,32.5333333341511,1.92500000119912,0
2004,2005,33.1416666674473,1.90000000119766,0
2004,2005,32.066666667513,1.88333333453002,0
2004,2005,32.7833333341359,1.88333333453002,0
2004,2005,32.3416666674962,1.85000000119473,0
2004,2005,33.0916666674504,1.85000000119473,0
2004,2005,31.7666666675313,1.80833333452562,0
2004,2005,32.0083333341832,1.80833333452562,0
2004,2005,31.8833333341908,1.8000000011918,0
2004,2005,31.7833333341969,1.79166666785798,0
2004,2005,31.7333333342,1.78333333452416,0
2004,2005,33.6166666674183,1.77500000119034,0
2004,2005,31.3833333342214,1.76666666785652,0
2004,2005,31.4166666675527,1.76666666785652,0
2004,2005,31.7916666675298,1.76666666785652,0
2004,2005,33.5916666674198,1.76666666785652,0
2004,2005,31.7833333341969,1.75000000118887,0
2004,2005,33.5416666674229,1.75000000118887,0
2004,2005,33.725000000745,1.75000000118887,0
2004,2005,31.7416666675328,1.74166666785505,0
2004,2005,31.4583333342168,1.73333333452123,0
2004,2005,32.0250000008489,1.73333333452123,0
2004,2005,32.8916666674626,1.73333333452123,0
2004,2005,31.3750000008886,1.71666666785359,0
2004,2005,32.8416666674656,1.71666666785359,0
2004,2005,33.725000000745,1.71666666785359,0
2004,2005,32.7083333341405,1.70000000118594,0
2004,2005,32.9750000007908,1.70000000118594,0
2004,2005,33.5916666674198,1.70000000118594,0
2004,2005,33.6083333340855,1.70000000118594,0
2004,2005,31.7833333341969,1.69166666785212,0
2004,2005,33.6750000007481,1.67500000118448,0
2004,2005,31.7750000008641,1.66666666785066,0
2004,2005,32.7833333341359,1.66666666785066,0
2004,2005,32.0250000008489,1.65000000118302,0
2004,2005,33.7916666674076,1.65000000118302,0
2004,2005,32.8583333341313,1.6416666678492,0
2004,2005,32.8916666674626,1.6416666678492,0
2004,2005,32.9333333341267,1.6416666678492,0
2004,2005,31.8166666675282,1.63333333451537,0
2004,2005,32.9166666674611,1.63333333451537,0
2004,2005,33.5416666674229,1.63333333451537,0
2004,2005,32.9083333341282,1.62500000118155,0
2004,2005,33.6083333340855,1.62500000118155,0
2004,2005,34.0333333340595,1.61666666784773,0
2004,2005,33.250000000774,1.60833333451391,0
2004,2005,33.3083333341038,1.60833333451391,0
2004,2005,33.4083333340977,1.60833333451391,0
2004,2005,33.4833333340931,1.60833333451391,0
2004,2005,33.8250000007389,1.59166666784627,0
2004,2005,33.3750000007664,1.58333333451245,0
2004,2005,33.5416666674229,1.58333333451245,0
2004,2005,33.7833333340748,1.57500000117862,0
2004,2005,33.9083333340672,1.5666666678448,0
2004,2005,33.6166666674183,1.55833333451098,0
2004,2005,34.0000000007282,1.55833333451098,0
2004,2005,33.8833333340687,1.55000000117716,0
2004,2005,33.5500000007557,1.54166666784334,0
2004,2005,33.2166666674428,1.53333333450952,0
2004,2005,33.2916666674382,1.53333333450952,0
2004,2005,33.3583333341008,1.51666666784187,0
2004,2005,33.4500000007618,1.51666666784187,0
2004,2005,33.1000000007832,1.50000000117423,0
2004,2005,33.1333333341145,1.50000000117423,0
2004,2005,33.9416666673985,1.50000000117423,0
2004,2005,33.5916666674198,1.49166666784041,0
2004,2005,33.775000000742,1.49166666784041,0
2004,2005,33.4750000007603,1.48333333450659,0
2004,2005,33.8583333340702,1.48333333450659,0
2004,2005,33.8916666674015,1.48333333450659,0
2004,2005,33.5250000007573,1.47500000117277,0
2004,2005,33.7166666674122,1.47500000117277,0
2004,2005,33.8333333340718,1.47500000117277,0
