"surveyDataYear","numPass","numPassGrid","maskKey","masks","gridKey"
2004,231194,231194,"mask_4","2004_mask_uga_kam_0.3","grid-tol_applied_only_where_both_bool-1.00"
2005,227770,227770,"mask_4","2005_mask_uga_kam_0.3","grid-tol_applied_only_where_both_bool-1.00"
2006,52294,52294,"mask_4","2006_mask_uga_kam_0.3","grid-tol_applied_only_where_both_bool-1.00"
2007,52088,52088,"mask_4","2007_mask_uga_kam_0.3","grid-tol_applied_only_where_both_bool-1.00"
2008,52060,52060,"mask_4","2008_mask_uga_kam_0.3","grid-tol_applied_only_where_both_bool-1.00"
2009,52055,52055,"mask_4","2009_mask_uga_kam_0.3","grid-tol_applied_only_where_both_bool-1.00"
2010,52055,52055,"mask_4","2010_mask_uga_kam_0.3","grid-tol_applied_only_where_both_bool-1.00"
