"surveyDataYear","numPass","numPassGrid","maskKey","masks","gridKey"
2004,229246,229246,"mask_8","2004_mask_uga_kam_0.1","grid-tol_applied_only_where_both_bool-1.00"
2005,121976,121976,"mask_8","2005_mask_uga_kam_0.1","grid-tol_applied_only_where_both_bool-1.00"
2006,40151,40151,"mask_8","2006_mask_uga_kam_0.1","grid-tol_applied_only_where_both_bool-1.00"
2007,23902,23902,"mask_8","2007_mask_uga_kam_0.1","grid-tol_applied_only_where_both_bool-1.00"
2008,13879,13879,"mask_8","2008_mask_uga_kam_0.1","grid-tol_applied_only_where_both_bool-1.00"
2009,11765,11765,"mask_8","2009_mask_uga_kam_0.1","grid-tol_applied_only_where_both_bool-1.00"
2010,10811,10811,"mask_8","2010_mask_uga_kam_0.1","grid-tol_applied_only_where_both_bool-1.00"
