"year","nPos","nNeg","nTotal","propPos"
2004,1,482,483,0.0020703933747412
2005,25,315,340,0.0735294117647059
2006,9,179,188,0.0478723404255319
2007,84,75,159,0.528301886792453
2008,136,265,401,0.339152119700748
2009,170,129,299,0.568561872909699
2010,301,304,605,0.497520661157025
