"year","nPos","nNeg","nTotal","propPos"
2004,1,91,92,0.0108695652173913
2005,12,35,47,0.25531914893617
2006,63,47,110,0.572727272727273
2007,67,26,93,0.720430107526882
2008,43,21,64,0.671875
2009,73,16,89,0.820224719101124
2010,95,24,119,0.798319327731092
