"year","nPos","nNeg","nTotal","propPos"
2004,0,92,92,0
2005,2,45,47,0.0425531914893617
2006,0,110,110,0
2007,2,91,93,0.021505376344086
2008,1,63,64,0.015625
2009,9,80,89,0.101123595505618
2010,18,101,119,0.151260504201681
