"year","nPos","nNeg","nTotal","propPos"
2004,1,91,92,0.0108695652173913
2005,10,37,47,0.212765957446809
2006,50,60,110,0.454545454545455
2007,65,28,93,0.698924731182796
2008,41,23,64,0.640625
2009,66,23,89,0.741573033707865
2010,84,35,119,0.705882352941177
