"year","nPos","nNeg","nTotal","propPos"
2004,0,483,483,0
2005,0,340,340,0
2006,7,181,188,0.0372340425531915
2007,60,99,159,0.377358490566038
2008,93,308,401,0.231920199501247
2009,151,148,299,0.505016722408027
2010,267,338,605,0.441322314049587
