"surveyDataYear","numPass","numPassGrid","maskKey","masks","gridKey"
2004,233582,233582,"mask_2","2004_mask_uga_hole_0.4","grid-tol_applied_only_where_both_bool-1.00"
2005,229780,229780,"mask_2","2005_mask_uga_hole_0.4","grid-tol_applied_only_where_both_bool-1.00"
2006,229780,229780,"mask_2","2006_mask_uga_hole_0.4","grid-tol_applied_only_where_both_bool-1.00"
2007,102171,102171,"mask_2","2007_mask_uga_hole_0.4","grid-tol_applied_only_where_both_bool-1.00"
2008,102144,102144,"mask_2","2008_mask_uga_hole_0.4","grid-tol_applied_only_where_both_bool-1.00"
2009,102129,102129,"mask_2","2009_mask_uga_hole_0.4","grid-tol_applied_only_where_both_bool-1.00"
2010,102129,102129,"mask_2","2010_mask_uga_hole_0.4","grid-tol_applied_only_where_both_bool-1.00"
