"surveyDataYear","numPass","numPassGrid","maskKey","masks","gridKey"
2004,231468,231468,"mask_3","2004_mask_uga_kam_0.35","grid-tol_applied_only_where_both_bool-1.00"
2005,228299,228299,"mask_3","2005_mask_uga_kam_0.35","grid-tol_applied_only_where_both_bool-1.00"
2006,62457,62457,"mask_3","2006_mask_uga_kam_0.35","grid-tol_applied_only_where_both_bool-1.00"
2007,62171,62171,"mask_3","2007_mask_uga_kam_0.35","grid-tol_applied_only_where_both_bool-1.00"
2008,62128,62128,"mask_3","2008_mask_uga_kam_0.35","grid-tol_applied_only_where_both_bool-1.00"
2009,62121,62121,"mask_3","2009_mask_uga_kam_0.35","grid-tol_applied_only_where_both_bool-1.00"
2010,62121,62121,"mask_3","2010_mask_uga_kam_0.35","grid-tol_applied_only_where_both_bool-1.00"
