"year","nPos","nNeg","nTotal","propPos"
2004,0,483,483,0
2005,1,339,340,0.00294117647058824
2006,7,181,188,0.0372340425531915
2007,83,76,159,0.522012578616352
2008,115,286,401,0.286783042394015
2009,156,143,299,0.521739130434783
2010,274,331,605,0.452892561983471
