"year","nPos","nNeg","nTotal","propPos"
2004,0,92,92,0
2005,8,39,47,0.170212765957447
2006,42,68,110,0.381818181818182
2007,56,37,93,0.602150537634409
2008,44,20,64,0.6875
2009,72,17,89,0.808988764044944
2010,93,26,119,0.781512605042017
