"surveyDataYear","numPass","numPassGrid","maskKey","masks","gridKey"
2004,232089,232089,"mask_7","2004_mask_uga_hole_0.15","grid-tol_applied_only_where_both_bool-1.00"
2005,226654,226654,"mask_7","2005_mask_uga_hole_0.15","grid-tol_applied_only_where_both_bool-1.00"
2006,226637,226637,"mask_7","2006_mask_uga_hole_0.15","grid-tol_applied_only_where_both_bool-1.00"
2007,45306,45306,"mask_7","2007_mask_uga_hole_0.15","grid-tol_applied_only_where_both_bool-1.00"
2008,42233,42233,"mask_7","2008_mask_uga_hole_0.15","grid-tol_applied_only_where_both_bool-1.00"
2009,42074,42074,"mask_7","2009_mask_uga_hole_0.15","grid-tol_applied_only_where_both_bool-1.00"
2010,40891,40891,"mask_7","2010_mask_uga_hole_0.15","grid-tol_applied_only_where_both_bool-1.00"
