"surveyDataYear","numPass","numPassGrid","maskKey","masks","gridKey"
2004,232521,232521,"mask_6","2004_mask_uga_hole_0.2","grid-tol_applied_only_where_both_bool-1.00"
2005,227593,227593,"mask_6","2005_mask_uga_hole_0.2","grid-tol_applied_only_where_both_bool-1.00"
2006,227565,227565,"mask_6","2006_mask_uga_hole_0.2","grid-tol_applied_only_where_both_bool-1.00"
2007,152732,152732,"mask_6","2007_mask_uga_hole_0.2","grid-tol_applied_only_where_both_bool-1.00"
2008,152731,152731,"mask_6","2008_mask_uga_hole_0.2","grid-tol_applied_only_where_both_bool-1.00"
2009,146120,146120,"mask_6","2009_mask_uga_hole_0.2","grid-tol_applied_only_where_both_bool-1.00"
2010,146115,146115,"mask_6","2010_mask_uga_hole_0.2","grid-tol_applied_only_where_both_bool-1.00"
