"surveyDataYear","numPass","numPassGrid","maskKey","masks","gridKey"
2004,233224,233224,"mask_4","2004_mask_uga_hole_0.3","grid-tol_applied_only_where_both_bool-1.00"
2005,228861,228861,"mask_4","2005_mask_uga_hole_0.3","grid-tol_applied_only_where_both_bool-1.00"
2006,228860,228860,"mask_4","2006_mask_uga_hole_0.3","grid-tol_applied_only_where_both_bool-1.00"
2007,84013,84013,"mask_4","2007_mask_uga_hole_0.3","grid-tol_applied_only_where_both_bool-1.00"
2008,83637,83637,"mask_4","2008_mask_uga_hole_0.3","grid-tol_applied_only_where_both_bool-1.00"
2009,83627,83627,"mask_4","2009_mask_uga_hole_0.3","grid-tol_applied_only_where_both_bool-1.00"
2010,83604,83604,"mask_4","2010_mask_uga_hole_0.3","grid-tol_applied_only_where_both_bool-1.00"
